Name,Age,Birth Year,Origin,Height,Weight,Category,Wins,Losses,Special Skills,Weapon of Choice,Patron Wealth,Equipment Quality,Public Favor,Injury History,Mental Resilience,Diet and Nutrition,Tactical Knowledge,Allegiance Network,Battle Experience,Psychological Profile,Health Status,Personal Motivation,Previous Occupation,Training Intensity,Battle Strategy,Social Standing,Crowd Appeal Techniques,Survived
Ovidius Iuventius,36,14,Numidia,177,75,Hoplomachus,8,1,Novice,Dagger,High,Superior,0.7147706639883671,Low,6.897984128935255,Excellent,Basic,Strong,9,Stoic,Excellent,Glory,Entertainer,Medium,Balanced,Medium,Charismatic,True
Cominius Spurius,32,18,Rome,182,104,Hoplomachus,13,4,Novice,Dagger,Low,Basic,0.8493870179990207,High,3.517084355442029,Poor,Intermediate,Strong,17,Fearful,Good,Survival,Criminal,Low,Balanced,High,Charismatic,True
Pilus Cloelius,29,21,Thrace,182,97,Secutor,5,1,Novice,Dagger,Low,Basic,0.5410132108963898,Low,5.784563671878404,Poor,Intermediate,Moderate,6,Fearful,Excellent,Glory,Unemployed,Medium,Balanced,Medium,Intimidating,True
Fulvius Julius,24,26,Rome,197,69,Hoplomachus,10,3,Strength,Dagger,High,Superior,0.7371689527915695,Low,7.648771022826104,Excellent,Advanced,Strong,13,Stoic,Excellent,Glory,Soldier,High,Aggressive,High,Flamboyant,True
Aulus Titus,26,24,Greece,183,84,Retiarius,7,1,Tactics,Trident,Low,Basic,0.7154665319748355,Low,2.7735871189977717,Poor,Advanced,Strong,8,Fearful,Excellent,Glory,Entertainer,Low,Balanced,Medium,Humble,False
Murena Minicius,22,28,Rome,205,95,Thraex,5,1,Speed,Dagger,High,Superior,0.5652907313340063,Low,9.96675452625296,Excellent,Expert,Strong,6,Stoic,Excellent,Survival,Soldier,Medium,Aggressive,High,Charismatic,True
Nautius Ostorius,44,6,Thrace,173,80,Retiarius,8,4,Novice,Net,Medium,Standard,0.474063701590789,Low,1.3901904999267878,Adequate,Basic,Moderate,12,Aggressive,Good,Survival,Unemployed,Medium,Balanced,Medium,Humble,True
Considius Gabinius,27,23,Numidia,178,40,Hoplomachus,11,3,Novice,Dagger,Low,Basic,0.7442767417493306,High,1.0573855390729798,Poor,Basic,Strong,14,Aggressive,Good,Vengeance,Laborer,Medium,Balanced,High,Charismatic,True
Appius Ennius,44,6,Thrace,170,84,Secutor,4,1,Novice,Dagger,Medium,Standard,0.48902489657600795,Low,3.938089968699587,Adequate,Basic,Moderate,5,Aggressive,Good,Freedom,Entertainer,Medium,Aggressive,Medium,Humble,True
Caelius Mamilius,36,14,Thrace,176,83,Retiarius,11,4,Novice,Trident,Low,Basic,0.6917449528003717,Low,3.6968317654144665,Poor,Basic,Moderate,15,Aggressive,Good,Freedom,Unemployed,Medium,Balanced,Low,Humble,True
Acilius Cispius,21,29,Numidia,163,83,Hoplomachus,3,0,Tactics,Spear,Medium,Standard,0.4890306008733969,Low,10.13110484164618,Adequate,Advanced,Moderate,3,Aggressive,Excellent,Survival,Soldier,Medium,Aggressive,Medium,Humble,False
Pasidienus Sextus,23,27,Numidia,167,80,Provocator,4,0,Endurance,Dagger,Medium,Standard,0.4831152991956694,Low,2.9319099409707885,Adequate,Expert,Moderate,4,Stoic,Excellent,Wealth,Criminal,High,Aggressive,Medium,Charismatic,True
Betilienus Valerius,42,8,Gaul,174,51,Hoplomachus,4,1,Novice,Dagger,Low,Basic,0.5986359898163897,Low,10.567822830326039,Poor,Basic,Moderate,5,Stoic,Good,Glory,Entertainer,Medium,Balanced,Low,Humble,True
Pettius Sextius,21,29,Rome,183,103,Secutor,4,0,Strength,Gladius (Sword),High,Superior,0.5705319719953259,Low,7.278942630315469,Excellent,Expert,Strong,4,Stoic,Excellent,Vengeance,Laborer,Low,Balanced,Low,Intimidating,True
Aulus Curtius,25,25,Germania,171,91,Murmillo,10,2,Novice,Gladius (Sword),High,Superior,0.9979454245036232,Low,4.57162774322741,Excellent,Intermediate,Strong,12,Aggressive,Excellent,Survival,Criminal,Medium,Aggressive,Medium,Flamboyant,True
Festinius Hordeonius,44,6,Thrace,175,85,Murmillo,10,3,Novice,Dagger,Medium,Standard,0.7265239818997692,Low,4.298023708999353,Adequate,Basic,Strong,13,Stoic,Good,Survival,Criminal,Medium,Balanced,Medium,Intimidating,True
Percennius Murena,35,15,Thrace,171,90,Hoplomachus,12,2,Novice,Spear,Low,Basic,0.9353891963944744,Low,3.7325543130777232,Poor,Intermediate,Strong,14,Fearful,Excellent,Wealth,Unemployed,Medium,Balanced,High,Flamboyant,True
Palpellius Maecilius,22,28,Numidia,180,87,Retiarius,7,1,Strength,Trident,High,Superior,0.6554102697551963,Low,2.9927074404624676,Excellent,Expert,Strong,8,Stoic,Excellent,Freedom,Criminal,Medium,Balanced,Low,Intimidating,True
Gabinius Longinius,33,17,Gaul,174,80,Retiarius,4,0,Novice,Trident,Low,Basic,0.6050550153700114,Low,5.850090833681829,Poor,Basic,Moderate,4,Stoic,Excellent,Wealth,Entertainer,Medium,Aggressive,Medium,Charismatic,True
Orestius Ollius,28,22,Numidia,195,80,Hoplomachus,5,2,Strength,Spear,Medium,Standard,0.515059218964782,Low,3.607408417686152,Adequate,Advanced,Moderate,7,Fearful,Excellent,Survival,Unemployed,Low,Aggressive,Medium,Intimidating,True
Sempronius Atilius,25,25,Thrace,178,102,Murmillo,7,1,Agility,Dagger,Medium,Standard,0.6754464434606922,High,4.748539134476703,Adequate,Advanced,Moderate,8,Aggressive,Excellent,Glory,Entertainer,Medium,Balanced,Medium,Humble,True
Gaius Numicius,25,25,Numidia,178,73,Murmillo,7,2,Novice,Gladius (Sword),Medium,Standard,0.6313178514640403,Low,5.258055231575461,Adequate,Basic,Moderate,9,Calculative,Excellent,Freedom,Laborer,Medium,Aggressive,Medium,Intimidating,True
Iuventius Pettius,40,10,Gaul,172,64,Thraex,12,2,Novice,Sica (Curved Sword),Medium,Standard,0.8665931301610977,Low,6.102964069258927,Adequate,Intermediate,Strong,14,Fearful,Good,Survival,Unemployed,Medium,Aggressive,Medium,Humble,True
Numonius Granius,45,5,Numidia,159,89,Murmillo,12,2,Novice,Dagger,Low,Basic,0.9253983252248104,High,1.003359406868879,Poor,Basic,Strong,14,Aggressive,Fair,Glory,Entertainer,Medium,Aggressive,High,Intimidating,True
Sextus Cantilius,25,25,Thrace,191,115,Murmillo,6,2,Novice,Dagger,High,Superior,0.5549414164375222,Low,6.897803329480535,Excellent,Basic,Strong,8,Fearful,Excellent,Survival,Criminal,Low,Balanced,High,Charismatic,True
Duronius Junius,20,30,Greece,171,81,Murmillo,10,5,Speed,Gladius (Sword),Low,Basic,0.7103561654735755,High,4.75526963313706,Poor,Expert,Strong,15,Aggressive,Excellent,Survival,Laborer,High,Balanced,Medium,Flamboyant,True
Didius Nasennius,25,25,Greece,188,77,Murmillo,7,1,Novice,Gladius (Sword),High,Superior,0.8184705745346568,Low,5.394016742912317,Excellent,Intermediate,Strong,8,Stoic,Excellent,Vengeance,Unemployed,Medium,Balanced,Medium,Charismatic,True
Fidenas Ennius,27,23,Rome,185,96,Thraex,9,2,Strength,Sica (Curved Sword),Low,Basic,0.8177389853345823,High,3.4262984143628517,Poor,Advanced,Strong,11,Fearful,Good,Vengeance,Unemployed,Medium,Aggressive,Medium,Charismatic,True
Sextus Licinius,30,20,Thrace,167,93,Murmillo,6,1,Novice,Dagger,Medium,Standard,0.5504287846276057,Low,4.955856312771048,Adequate,Intermediate,Moderate,7,Calculative,Excellent,Freedom,Entertainer,Medium,Balanced,Medium,Intimidating,True
Matienus Pettius,37,13,Numidia,165,108,Secutor,7,0,Novice,Dagger,High,Superior,0.6622557079701737,Low,4.5950726023199415,Excellent,Basic,Strong,7,Calculative,Excellent,Freedom,Laborer,Medium,Aggressive,High,Charismatic,True
Icilius Duronius,33,17,Rome,170,88,Retiarius,9,2,Novice,Net,High,Superior,0.651828101838118,Low,7.8644907502954675,Excellent,Intermediate,Strong,11,Calculative,Excellent,Glory,Criminal,Medium,Aggressive,Medium,Intimidating,True
Valerius Messalla,38,12,Germania,169,91,Retiarius,10,2,Speed,Trident,Medium,Standard,0.7633145105273665,Low,7.250117274467472,Adequate,Expert,Strong,12,Stoic,Good,Wealth,Criminal,Medium,Aggressive,Medium,Humble,True
Perperna Tarquinius,21,29,Numidia,168,94,Thraex,8,0,Endurance,Dagger,Low,Basic,0.7718566333307503,Low,4.525182501750033,Poor,Expert,Strong,8,Fearful,Excellent,Survival,Laborer,Medium,Balanced,Medium,Flamboyant,True
Aquillius Decentius,29,21,Germania,190,68,Thraex,7,1,Speed,Sica (Curved Sword),Low,Basic,0.6164439833009285,Low,4.833118191480746,Poor,Advanced,Moderate,8,Fearful,Excellent,Glory,Criminal,Medium,Balanced,Low,Humble,True
Maecenas Mucius,23,27,Rome,181,66,Provocator,2,0,Speed,Dagger,High,Superior,0.4086791165255846,Low,5.328651248431827,Excellent,Expert,Strong,2,Calculative,Excellent,Glory,Soldier,Medium,Aggressive,Medium,Humble,False
Julius Mucius,32,18,Greece,171,47,Murmillo,8,1,Strength,Dagger,Medium,Standard,0.7420267874144785,Low,3.348914917688081,Adequate,Expert,Strong,9,Calculative,Excellent,Survival,Laborer,Medium,Balanced,High,Flamboyant,True
Oppius Geminius,26,24,Germania,169,60,Thraex,1,0,Endurance,Sica (Curved Sword),High,Superior,0.45096066514406913,Low,3.627739998565911,Excellent,Expert,Strong,1,Fearful,Excellent,Glory,Criminal,Medium,Balanced,Medium,Charismatic,False
Cocceius Afranius,20,30,Germania,171,85,Murmillo,12,1,Endurance,Gladius (Sword),Low,Basic,0.9557392542130102,Low,9.615878737877804,Poor,Advanced,Strong,13,Fearful,Excellent,Vengeance,Soldier,Medium,Aggressive,Medium,Charismatic,True
Icilius Acilius,42,8,Gaul,189,63,Retiarius,7,1,Novice,Net,Medium,Standard,0.7811755073019635,Low,6.165336527574504,Adequate,Basic,Strong,8,Stoic,Good,Survival,Laborer,Medium,Balanced,Low,Humble,True
Sempronius Antonius,26,24,Gaul,183,105,Murmillo,6,2,Speed,Dagger,Low,Basic,0.5916503561823876,Low,7.8860793711503,Poor,Advanced,Moderate,8,Stoic,Excellent,Vengeance,Unemployed,Low,Aggressive,Medium,Intimidating,True
Orestius Gaius,33,17,Thrace,166,79,Provocator,5,0,Endurance,Gladius (Sword),Medium,Standard,0.6944802539766125,Low,6.12413170840751,Adequate,Expert,Moderate,5,Stoic,Excellent,Survival,Entertainer,Medium,Balanced,Medium,Charismatic,True
Didius Antonius,40,10,Thrace,190,56,Hoplomachus,11,5,Novice,Dagger,Medium,Standard,0.7947591941213611,High,3.150749572916128,Adequate,Basic,Strong,16,Calculative,Fair,Freedom,Entertainer,Medium,Aggressive,Medium,Intimidating,True
Musonius Orestius,21,29,Numidia,158,78,Hoplomachus,2,1,Agility,Dagger,Low,Basic,0.46255191733235984,Low,3.6043353611305133,Poor,Expert,Moderate,3,Stoic,Excellent,Glory,Laborer,Medium,Balanced,Medium,Humble,False
Aulus Furius,34,16,Gaul,195,97,Thraex,10,1,Novice,Sica (Curved Sword),Medium,Standard,0.9587767588754057,Low,1.7295806456385507,Adequate,Intermediate,Strong,11,Calculative,Excellent,Glory,Laborer,Medium,Balanced,Low,Charismatic,True
Lartius Genucius,37,13,Numidia,182,69,Secutor,11,0,Novice,Gladius (Sword),Medium,Standard,0.9659424902088978,High,4.553387632280098,Adequate,Basic,Strong,11,Stoic,Fair,Wealth,Criminal,Medium,Aggressive,Low,Charismatic,True
Numerius Mamilius,31,19,Rome,183,100,Thraex,9,2,Novice,Dagger,Medium,Standard,0.6724873679909023,Low,2.8860926034792476,Adequate,Basic,Moderate,11,Calculative,Excellent,Wealth,Unemployed,Medium,Balanced,Low,Humble,True
Maecenas Marius,44,6,Germania,168,83,Provocator,14,1,Novice,Gladius (Sword),Medium,Standard,0.8385611795721387,High,2.9964150930150075,Adequate,Basic,Strong,15,Calculative,Fair,Wealth,Laborer,Medium,Balanced,Medium,Intimidating,True
Atilius Laberius,22,28,Gaul,172,57,Retiarius,8,1,Tactics,Net,High,Superior,0.7329730228544541,Low,4.3391058275544285,Excellent,Advanced,Strong,9,Aggressive,Excellent,Survival,Laborer,High,Balanced,Medium,Flamboyant,True
Festinius Lamponius,20,30,Thrace,172,71,Hoplomachus,8,4,Speed,Dagger,High,Superior,0.5409413826778832,Low,5.05535256410185,Excellent,Advanced,Strong,12,Aggressive,Excellent,Freedom,Criminal,High,Aggressive,High,Intimidating,True
Geminius Duronius,23,27,Gaul,179,104,Secutor,4,0,Speed,Gladius (Sword),High,Superior,0.5481601046078544,Low,3.5958113040374635,Excellent,Expert,Strong,4,Calculative,Excellent,Survival,Unemployed,High,Balanced,Medium,Intimidating,True
Hostilius Acilius,21,29,Gaul,174,70,Retiarius,3,0,Novice,Net,High,Superior,0.5352992797293443,Low,4.870763339775127,Excellent,Intermediate,Strong,3,Aggressive,Excellent,Freedom,Criminal,Medium,Aggressive,Medium,Intimidating,True
Gaius Aulus,23,27,Thrace,185,110,Murmillo,6,4,Novice,Dagger,High,Superior,0.5682363418526114,Low,6.558085727417433,Excellent,Intermediate,Strong,10,Stoic,Excellent,Glory,Laborer,Low,Aggressive,High,Charismatic,True
Hirrus Gracchus,40,10,Thrace,174,33,Retiarius,9,5,Novice,Trident,High,Superior,0.5826718376026295,Low,5.795847765105832,Excellent,Basic,Strong,14,Calculative,Excellent,Freedom,Unemployed,Medium,Balanced,High,Charismatic,True
Publius Herennius,40,10,Gaul,171,89,Provocator,11,3,Novice,Gladius (Sword),Medium,Standard,0.7172624812870257,Low,2.551019497261134,Adequate,Basic,Strong,14,Fearful,Good,Wealth,Laborer,Medium,Aggressive,Medium,Flamboyant,True
Cinna Fabius,39,11,Numidia,172,77,Secutor,14,4,Novice,Gladius (Sword),Medium,Standard,0.7894362212148871,Low,4.004027104997841,Adequate,Intermediate,Strong,18,Stoic,Good,Glory,Laborer,Medium,Balanced,Medium,Charismatic,True
Fidenas Granius,37,13,Numidia,168,70,Murmillo,8,0,Novice,Dagger,High,Superior,0.7338567655798766,Low,6.65863807047845,Excellent,Basic,Strong,8,Aggressive,Excellent,Survival,Criminal,Medium,Balanced,High,Charismatic,True
Aulus Titus,38,12,Thrace,164,121,Murmillo,4,1,Novice,Dagger,Low,Basic,0.5075869354237915,Low,4.5005256826226345,Poor,Basic,Moderate,5,Calculative,Good,Glory,Criminal,Medium,Balanced,Low,Intimidating,True
Festinius Pettius,27,23,Greece,170,75,Murmillo,8,2,Agility,Gladius (Sword),Medium,Standard,0.6991282023061095,Low,5.147869138080617,Adequate,Advanced,Moderate,10,Calculative,Excellent,Glory,Criminal,Medium,Defensive,Low,Intimidating,True
Titus Fulvius,31,19,Rome,169,104,Murmillo,7,1,Tactics,Dagger,Medium,Standard,0.7353302527326043,Low,0.9809196344061898,Adequate,Expert,Strong,8,Aggressive,Excellent,Glory,Entertainer,Medium,Defensive,Medium,Humble,True
Cispius Balbus,25,25,Numidia,166,100,Secutor,8,1,Strength,Dagger,High,Superior,0.7863530087315475,Low,6.004402474724657,Excellent,Advanced,Strong,9,Stoic,Excellent,Survival,Criminal,Medium,Aggressive,Medium,Flamboyant,True
Foslius Atilius,24,26,Thrace,193,90,Provocator,8,1,Novice,Gladius (Sword),Medium,Standard,0.7939402378696037,Low,4.599363659252157,Adequate,Intermediate,Strong,9,Calculative,Excellent,Freedom,Entertainer,High,Balanced,Low,Intimidating,True
Matinius Aulus,29,21,Gaul,177,90,Hoplomachus,7,3,Tactics,Dagger,High,Superior,0.5857026495333199,High,4.43082883625614,Excellent,Advanced,Strong,10,Stoic,Excellent,Survival,Criminal,Medium,Aggressive,High,Humble,True
Calpurnius Ninnius,24,26,Greece,170,84,Hoplomachus,7,4,Speed,Dagger,Medium,Standard,0.551117554881632,Low,4.643364747316109,Adequate,Expert,Moderate,11,Calculative,Excellent,Wealth,Soldier,Medium,Balanced,Low,Charismatic,True
Octavenus Octavenus,35,15,Gaul,167,69,Provocator,8,2,Novice,Gladius (Sword),High,Superior,0.6892268227805438,Low,5.8620068401568775,Excellent,Intermediate,Strong,10,Calculative,Excellent,Survival,Unemployed,Low,Balanced,High,Humble,True
Laronius Iuventius,22,28,Germania,174,91,Murmillo,3,0,Speed,Gladius (Sword),Low,Basic,0.5349212739184979,Low,4.7975196453839395,Poor,Expert,Moderate,3,Stoic,Excellent,Survival,Laborer,Medium,Balanced,Low,Humble,True
Fabius Atilius,35,15,Rome,168,66,Retiarius,16,1,Novice,Net,Low,Basic,0.9566492963242859,Low,6.570537399099083,Poor,Basic,Strong,17,Fearful,Excellent,Glory,Entertainer,Medium,Balanced,Medium,Charismatic,True
Nasennius Mescinius,37,13,Germania,175,108,Hoplomachus,7,0,Novice,Dagger,Low,Basic,0.7868177711919201,Low,1.453175161211527,Poor,Intermediate,Strong,7,Stoic,Good,Vengeance,Laborer,Low,Aggressive,Medium,Flamboyant,True
Valerius Musonius,27,23,Greece,178,82,Murmillo,10,5,Endurance,Gladius (Sword),High,Superior,0.6561652853370055,Low,3.934145841896495,Excellent,Expert,Strong,15,Fearful,Excellent,Freedom,Criminal,Low,Balanced,High,Intimidating,True
Licinius Cinna,23,27,Thrace,184,63,Hoplomachus,4,1,Agility,Dagger,High,Superior,0.6061538070188573,Low,5.31556954097084,Excellent,Advanced,Strong,5,Fearful,Excellent,Freedom,Unemployed,Medium,Balanced,Medium,Intimidating,True
Furius Hortensius,32,18,Rome,180,62,Retiarius,7,2,Strength,Trident,Medium,Standard,0.6830842144305801,High,4.191715385040933,Adequate,Advanced,Moderate,9,Stoic,Good,Wealth,Criminal,Medium,Aggressive,Medium,Intimidating,True
Oppius Terentius,42,8,Germania,183,101,Retiarius,6,2,Novice,Trident,Low,Basic,0.6709210876918641,Low,3.362134057548079,Poor,Basic,Moderate,8,Fearful,Good,Vengeance,Entertainer,Medium,Aggressive,Medium,Intimidating,True
Orchius Vibius,43,7,Numidia,171,75,Retiarius,8,2,Novice,Net,Low,Basic,0.6776406219184341,Low,5.795440182032512,Poor,Basic,Moderate,10,Stoic,Good,Wealth,Unemployed,Medium,Aggressive,Medium,Intimidating,True
Blaesus Valerius,40,10,Gaul,187,75,Murmillo,7,2,Novice,Dagger,High,Superior,0.6653540247167752,Low,5.498193656518691,Excellent,Basic,Strong,9,Stoic,Excellent,Vengeance,Entertainer,Low,Balanced,High,Intimidating,True
Modius Munatius,42,8,Numidia,186,84,Hoplomachus,13,8,Novice,Dagger,Low,Basic,0.6935755553266871,High,3.0417740029306897,Poor,Basic,Moderate,21,Aggressive,Fair,Glory,Laborer,Medium,Balanced,Medium,Humble,True
Geminius Valerius,26,24,Germania,179,72,Retiarius,3,0,Novice,Trident,High,Superior,0.5968686261952298,Low,8.100783900154426,Excellent,Intermediate,Strong,3,Calculative,Excellent,Glory,Unemployed,Medium,Aggressive,Medium,Intimidating,True
Afranius Cilnius,34,16,Numidia,169,82,Hoplomachus,8,4,Endurance,Dagger,Low,Basic,0.6762430099429407,Low,5.833281249317428,Poor,Advanced,Moderate,12,Calculative,Excellent,Wealth,Criminal,Low,Aggressive,Medium,Intimidating,True
Fannius Fidenas,37,13,Greece,176,115,Murmillo,5,0,Novice,Gladius (Sword),High,Superior,0.5496145888758528,Low,4.495466350246692,Excellent,Intermediate,Strong,5,Stoic,Excellent,Glory,Criminal,Medium,Balanced,High,Intimidating,True
Considius Cispius,19,31,Greece,180,78,Retiarius,8,1,Novice,Net,High,Superior,0.7363108824022518,High,5.82025025348231,Excellent,Intermediate,Strong,9,Stoic,Excellent,Survival,Soldier,Medium,Aggressive,High,Intimidating,True
Marius Didius,34,16,Numidia,184,67,Provocator,8,1,Speed,Dagger,High,Superior,0.6720753907046918,Low,4.805564466896987,Excellent,Expert,Strong,9,Calculative,Excellent,Wealth,Criminal,Medium,Balanced,High,Intimidating,True
Considius Nasidienus,19,31,Gaul,167,103,Murmillo,4,0,Novice,Gladius (Sword),Medium,Standard,0.602493636660218,Low,8.554341498322096,Adequate,Basic,Moderate,4,Calculative,Excellent,Vengeance,Soldier,Medium,Aggressive,Medium,Humble,True
Numitorius Gaius,30,20,Germania,161,101,Secutor,8,4,Tactics,Gladius (Sword),Medium,Standard,0.5561372416027404,Low,2.332423768347193,Adequate,Advanced,Moderate,12,Calculative,Excellent,Glory,Unemployed,Medium,Defensive,Low,Charismatic,True
Iuventius Mallius,20,30,Rome,171,63,Thraex,4,0,Novice,Dagger,Medium,Standard,0.5987363477485557,Low,8.516934614558428,Adequate,Intermediate,Moderate,4,Calculative,Excellent,Wealth,Criminal,High,Balanced,Medium,Charismatic,True
Oppius Norbanus,35,15,Gaul,190,81,Secutor,10,3,Novice,Gladius (Sword),Low,Basic,0.7189462840876137,Low,1.7603175300870542,Poor,Basic,Strong,13,Aggressive,Excellent,Survival,Laborer,Medium,Aggressive,Medium,Charismatic,True
Fundanus Numerius,38,12,Numidia,194,101,Hoplomachus,8,3,Novice,Spear,High,Superior,0.6039100252063485,Low,4.427574895216186,Excellent,Intermediate,Strong,11,Calculative,Excellent,Glory,Laborer,Low,Balanced,High,Intimidating,True
Fannius Junius,37,13,Thrace,180,68,Hoplomachus,12,0,Tactics,Spear,High,Superior,1.0114890614731218,Low,1.0574357101087826,Excellent,Advanced,Strong,12,Aggressive,Excellent,Glory,Criminal,Low,Balanced,Medium,Charismatic,True
Publius Cordius,19,31,Thrace,170,81,Provocator,6,2,Strength,Dagger,Medium,Standard,0.5546122808920123,High,2.8980369687713767,Adequate,Expert,Moderate,8,Aggressive,Excellent,Freedom,Soldier,High,Balanced,Medium,Charismatic,False
Mescinius Numonius,42,8,Greece,154,42,Thraex,14,0,Novice,Sica (Curved Sword),High,Superior,0.9762037319295092,High,1.9938764740784667,Excellent,Basic,Strong,14,Calculative,Fair,Vengeance,Laborer,Medium,Aggressive,High,Charismatic,True
Caecilius Mamilius,35,15,Greece,167,41,Retiarius,7,2,Novice,Net,Low,Basic,0.5823839637830367,Low,4.44254062393299,Poor,Intermediate,Moderate,9,Calculative,Excellent,Glory,Entertainer,Low,Aggressive,Medium,Intimidating,True
Junius Antonius,43,7,Numidia,190,65,Provocator,16,3,Novice,Dagger,Medium,Standard,0.8598312157920429,High,6.192514815564263,Adequate,Basic,Strong,19,Fearful,Fair,Freedom,Laborer,Medium,Aggressive,Medium,Flamboyant,True
Afranius Baebius,37,13,Germania,172,51,Retiarius,5,0,Novice,Net,Low,Basic,0.6383723567868195,Low,1.1178063072474926,Poor,Basic,Moderate,5,Stoic,Good,Vengeance,Entertainer,Medium,Balanced,Medium,Intimidating,True
Claudius Cornelius,23,27,Gaul,173,126,Hoplomachus,5,2,Novice,Spear,Low,Basic,0.6139387960502658,Low,6.23003517541834,Poor,Basic,Moderate,7,Calculative,Excellent,Survival,Soldier,Medium,Aggressive,Low,Humble,True
